source_condition,target_condition,layer,source_position,target_position,mode,n_prompts,restored,lost,unchanged,restoration_rate,restoration_ci_lo,restoration_ci_hi,loss_rate,loss_ci_lo,loss_ci_hi,mcnemar_n_pairs,mcnemar_b_restored,mcnemar_c_lost,mcnemar_discordant,mcnemar_p_value,mcnemar_skipped_reason,method,dataset,condition,alpha,direction_type,seed
,,27,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_1,harmful,harmful_k03,1.0,orthogonal,43.0
,,27,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_1,harmful,harmful_k03,1.0,orthogonal,44.0
,,27,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_1,harmful,harmful_k03,1.0,orthogonal,45.0
,,27,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_1,harmful,harmful_k03,1.0,orthogonal,46.0
,,27,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_1,harmful,harmful_k03,1.0,random,42.0
,,27,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_1,harmful,harmful_k03,1.0,random,43.0
,,27,,0,,25,1,0,24,0.04,0.0,0.12,0.0,0.0,0.0,25,1,0,1,,discordant<5,report7_additive_random_alpha_1,harmful,harmful_k03,1.0,random,44.0
,,27,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_1,harmful,harmful_k03,1.0,random,45.0
,,27,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_1,harmful,harmful_k03,1.0,random,46.0
,,27,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_refusal_alpha_1,harmful,harmful_k03,1.0,refusal,42.0
,,27,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_2,harmful,harmful_k03,2.0,orthogonal,42.0
,,27,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_2,harmful,harmful_k03,2.0,orthogonal,43.0
,,27,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_2,harmful,harmful_k03,2.0,orthogonal,44.0
,,27,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_2,harmful,harmful_k03,2.0,orthogonal,45.0
,,27,,0,,25,1,0,24,0.04,0.0,0.12,0.0,0.0,0.0,25,1,0,1,,discordant<5,report7_additive_orthogonal_alpha_2,harmful,harmful_k03,2.0,orthogonal,46.0
,,27,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_2,harmful,harmful_k03,2.0,random,42.0
,,27,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_2,harmful,harmful_k03,2.0,random,43.0
,,27,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_2,harmful,harmful_k03,2.0,random,44.0
,,27,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_2,harmful,harmful_k03,2.0,random,45.0
,,27,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_2,harmful,harmful_k03,2.0,random,46.0
,,27,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_refusal_alpha_2,harmful,harmful_k03,2.0,refusal,42.0
,,27,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_1,harmful,harmful_k03,1.0,orthogonal,42.0
,,27,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_1,harmful,harmful_k03,1.0,orthogonal,43.0
,,27,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_1,harmful,harmful_k03,1.0,orthogonal,44.0
,,27,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_1,harmful,harmful_k03,1.0,orthogonal,45.0
,,27,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_1,harmful,harmful_k03,1.0,orthogonal,46.0
,,27,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_1,harmful,harmful_k03,1.0,random,42.0
,,27,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_1,harmful,harmful_k03,1.0,random,43.0
,,27,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_1,harmful,harmful_k03,1.0,random,44.0
,,27,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_1,harmful,harmful_k03,1.0,random,45.0
,,27,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_1,harmful,harmful_k03,1.0,random,46.0
,,27,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_refusal_alpha_1,harmful,harmful_k03,1.0,refusal,42.0
,,27,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_2,harmful,harmful_k03,2.0,orthogonal,42.0
,,27,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_2,harmful,harmful_k03,2.0,orthogonal,43.0
,,27,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_2,harmful,harmful_k03,2.0,orthogonal,44.0
,,27,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_2,harmful,harmful_k03,2.0,orthogonal,45.0
,,27,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_2,harmful,harmful_k03,2.0,orthogonal,46.0
,,27,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_2,harmful,harmful_k03,2.0,random,42.0
,,27,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_2,harmful,harmful_k03,2.0,random,43.0
,,27,,1,,25,1,0,24,0.04,0.0,0.12,0.0,0.0,0.0,25,1,0,1,,discordant<5,report7_additive_random_alpha_2,harmful,harmful_k03,2.0,random,44.0
,,27,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_2,harmful,harmful_k03,2.0,random,45.0
,,27,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_2,harmful,harmful_k03,2.0,random,46.0
,,27,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_refusal_alpha_2,harmful,harmful_k03,2.0,refusal,42.0
,,27,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_1,harmful,harmful_k03,1.0,orthogonal,42.0
,,27,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_1,harmful,harmful_k03,1.0,orthogonal,43.0
,,27,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_1,harmful,harmful_k03,1.0,orthogonal,44.0
,,27,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_1,harmful,harmful_k03,1.0,orthogonal,45.0
,,27,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_1,harmful,harmful_k03,1.0,orthogonal,46.0
,,27,,3,,25,1,0,24,0.04,0.0,0.12,0.0,0.0,0.0,25,1,0,1,,discordant<5,report7_additive_random_alpha_1,harmful,harmful_k03,1.0,random,42.0
,,27,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_1,harmful,harmful_k03,1.0,random,43.0
,,27,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_1,harmful,harmful_k03,1.0,random,44.0
,,27,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_1,harmful,harmful_k03,1.0,random,45.0
,,27,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_1,harmful,harmful_k03,1.0,random,46.0
,,27,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_refusal_alpha_1,harmful,harmful_k03,1.0,refusal,42.0
,,27,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_2,harmful,harmful_k03,2.0,orthogonal,42.0
,,27,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_2,harmful,harmful_k03,2.0,orthogonal,43.0
,,27,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_2,harmful,harmful_k03,2.0,orthogonal,44.0
,,27,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_2,harmful,harmful_k03,2.0,orthogonal,45.0
,,27,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_orthogonal_alpha_2,harmful,harmful_k03,2.0,orthogonal,46.0
,,27,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_2,harmful,harmful_k03,2.0,random,42.0
,,27,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_2,harmful,harmful_k03,2.0,random,43.0
,,27,,3,,25,1,0,24,0.04,0.0,0.12,0.0,0.0,0.0,25,1,0,1,,discordant<5,report7_additive_random_alpha_2,harmful,harmful_k03,2.0,random,44.0
,,27,,3,,25,0,1,24,0.0,0.0,0.0,0.04,0.0,0.12,25,0,1,1,,discordant<5,report7_additive_random_alpha_2,harmful,harmful_k03,2.0,random,45.0
,,27,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_random_alpha_2,harmful,harmful_k03,2.0,random,46.0
,,27,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_refusal_alpha_2,harmful,harmful_k03,2.0,refusal,42.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_1,benign,benign_k00,1.0,orthogonal,42.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_1,benign,benign_k00,1.0,orthogonal,43.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_1,benign,benign_k00,1.0,orthogonal,44.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_1,benign,benign_k00,1.0,orthogonal,45.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_1,benign,benign_k00,1.0,orthogonal,46.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_1,benign,benign_k00,1.0,random,42.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_1,benign,benign_k00,1.0,random,43.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_1,benign,benign_k00,1.0,random,44.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_1,benign,benign_k00,1.0,random,45.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_1,benign,benign_k00,1.0,random,46.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_refusal_alpha_1,benign,benign_k00,1.0,refusal,42.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_2,benign,benign_k00,2.0,orthogonal,42.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_2,benign,benign_k00,2.0,orthogonal,43.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_2,benign,benign_k00,2.0,orthogonal,44.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_2,benign,benign_k00,2.0,orthogonal,45.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_2,benign,benign_k00,2.0,orthogonal,46.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_2,benign,benign_k00,2.0,random,42.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_2,benign,benign_k00,2.0,random,43.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_2,benign,benign_k00,2.0,random,44.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_2,benign,benign_k00,2.0,random,45.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_2,benign,benign_k00,2.0,random,46.0
,,16,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_refusal_alpha_2,benign,benign_k00,2.0,refusal,42.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_1,benign,benign_k00,1.0,orthogonal,42.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_1,benign,benign_k00,1.0,orthogonal,43.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_1,benign,benign_k00,1.0,orthogonal,44.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_1,benign,benign_k00,1.0,orthogonal,45.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_1,benign,benign_k00,1.0,orthogonal,46.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_1,benign,benign_k00,1.0,random,42.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_1,benign,benign_k00,1.0,random,43.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_1,benign,benign_k00,1.0,random,44.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_1,benign,benign_k00,1.0,random,45.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_1,benign,benign_k00,1.0,random,46.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_refusal_alpha_1,benign,benign_k00,1.0,refusal,42.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_2,benign,benign_k00,2.0,orthogonal,42.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_2,benign,benign_k00,2.0,orthogonal,43.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_2,benign,benign_k00,2.0,orthogonal,44.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_2,benign,benign_k00,2.0,orthogonal,45.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_2,benign,benign_k00,2.0,orthogonal,46.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_2,benign,benign_k00,2.0,random,42.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_2,benign,benign_k00,2.0,random,43.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_2,benign,benign_k00,2.0,random,44.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_2,benign,benign_k00,2.0,random,45.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_2,benign,benign_k00,2.0,random,46.0
,,16,,1,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_refusal_alpha_2,benign,benign_k00,2.0,refusal,42.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_1,benign,benign_k00,1.0,orthogonal,42.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_1,benign,benign_k00,1.0,orthogonal,43.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_1,benign,benign_k00,1.0,orthogonal,44.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_1,benign,benign_k00,1.0,orthogonal,45.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_1,benign,benign_k00,1.0,orthogonal,46.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_1,benign,benign_k00,1.0,random,42.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_1,benign,benign_k00,1.0,random,43.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_1,benign,benign_k00,1.0,random,44.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_1,benign,benign_k00,1.0,random,45.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_1,benign,benign_k00,1.0,random,46.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_refusal_alpha_1,benign,benign_k00,1.0,refusal,42.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_2,benign,benign_k00,2.0,orthogonal,42.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_2,benign,benign_k00,2.0,orthogonal,43.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_2,benign,benign_k00,2.0,orthogonal,44.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_2,benign,benign_k00,2.0,orthogonal,45.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_2,benign,benign_k00,2.0,orthogonal,46.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_2,benign,benign_k00,2.0,random,42.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_2,benign,benign_k00,2.0,random,43.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_2,benign,benign_k00,2.0,random,44.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_2,benign,benign_k00,2.0,random,45.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_2,benign,benign_k00,2.0,random,46.0
,,16,,3,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_refusal_alpha_2,benign,benign_k00,2.0,refusal,42.0
,,24,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_1,benign,benign_k00,1.0,orthogonal,42.0
,,24,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_1,benign,benign_k00,1.0,orthogonal,43.0
,,24,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_1,benign,benign_k00,1.0,orthogonal,44.0
,,24,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_1,benign,benign_k00,1.0,orthogonal,45.0
,,24,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_1,benign,benign_k00,1.0,orthogonal,46.0
,,24,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_1,benign,benign_k00,1.0,random,42.0
,,24,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_1,benign,benign_k00,1.0,random,43.0
,,24,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_1,benign,benign_k00,1.0,random,44.0
,,24,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_1,benign,benign_k00,1.0,random,45.0
,,24,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_random_alpha_1,benign,benign_k00,1.0,random,46.0
,,24,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_refusal_alpha_1,benign,benign_k00,1.0,refusal,42.0
,,24,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_2,benign,benign_k00,2.0,orthogonal,42.0
,,24,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_2,benign,benign_k00,2.0,orthogonal,43.0
,,24,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_2,benign,benign_k00,2.0,orthogonal,44.0
,,24,,0,,25,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,,discordant<5,report7_additive_benign_orthogonal_alpha_2,benign,benign_k00,2.0,orthogonal,45.0
